mode,count,pass_rate,cheap_model_name,expensive_model_name,device,cheap_device,expensive_device,torch_dtype,prompt_format,avg_estimated_saved_percent,avg_expensive_model_calls,avg_total_generation_time_seconds,median_total_generation_time_seconds,avg_cheap_forward_time_seconds,median_cheap_forward_time_seconds,avg_expensive_forward_time_seconds,median_expensive_forward_time_seconds,avg_router_decision_time_seconds,median_router_decision_time_seconds,avg_guard_time_seconds,median_guard_time_seconds,avg_tokenizer_decode_time_seconds,median_tokenizer_decode_time_seconds,avg_prompt_format_time_seconds,median_prompt_format_time_seconds,avg_evaluation_time_seconds,median_evaluation_time_seconds,avg_average_time_per_generated_token,median_average_time_per_generated_token,avg_average_cheap_forward_time,median_average_cheap_forward_time,avg_average_expensive_forward_time,median_average_expensive_forward_time,avg_routing_overhead_time_seconds,median_routing_overhead_time_seconds,avg_number_of_cheap_forwards,total_number_of_cheap_forwards,avg_number_of_expensive_forwards,total_number_of_expensive_forwards,avg_number_of_router_decisions,total_number_of_router_decisions,avg_number_of_tokens_generated,total_number_of_tokens_generated
prompt_router_v1,5,0.0,HuggingFaceTB/SmolLM2-135M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,cuda,cuda,cuda,float16,auto,26.0,4.8,0.5518732599914074,0.5885114000120666,0.2265443200012669,0.0,0.3190712999901734,0.3395705999864731,0.003401780006242916,0.0018920000293292105,0.0,0.0,9.882000158540904e-05,9.029998909682035e-05,0.0013604800042230636,0.0006399000121746212,0.0002104800019878894,0.0001613000058569014,0.06898415749892592,0.07356392500150832,0.028318040000158362,0.0,0.03988391249877168,0.04244632499830914,0.006257639999967068,0.004144700011238456,3.2,16.0,4.8,24.0,8.0,40.0,8.0,40.0
prompt_router_v2,5,0.0,HuggingFaceTB/SmolLM2-135M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,cuda,cuda,cuda,float16,auto,52.0,1.6,0.4952950799954124,0.5683314000198152,0.4135849199839868,0.5644301000284031,0.0778158400033135,0.0,0.0017636600066907703,0.0018068999343086034,0.0,0.0,7.688000914640725e-05,7.850001566112041e-05,0.0006359599996358156,0.0006313000048976392,3.279999364167452e-05,3.259998629800975e-05,0.06191188499942655,0.0710414250024769,0.05169811499799835,0.07055376250355039,0.009726980000414187,0.0,0.0038943200081121175,0.0039012999914120883,6.4,32.0,1.6,8.0,8.0,40.0,8.0,40.0
